Order ID,Order Date,Customer Segment,Region,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Ship Mode,Order Year,Order Month,Profit Margin %
ORD-1328,2024-04-22,Home Office,West,Furniture,Chairs,Mesh Task Chair,4,362.69,0.0,1450.76,110.87,Standard Class,2024,2024-04,7.64
ORD-2360,2024-04-22,Corporate,East,Furniture,Chairs,Executive Leather Chair,3,446.3,0.0,1338.9,216.53,Standard Class,2024,2024-04,16.17
ORD-4451,2024-04-23,Home Office,South,Technology,Printers,Label Printer,3,467.66,0.15,1192.53,137.92,Standard Class,2024,2024-04,11.57
ORD-1493,2024-04-23,Consumer,Central,Office Supplies,Binders,Round Ring Binder,5,10.82,0.15,45.98,8.5,Standard Class,2024,2024-04,18.49
ORD-3647,2024-04-23,Consumer,South,Office Supplies,Paper,Copy Paper A4 (Ream),3,17.14,0.0,51.42,4.2,First Class,2024,2024-04,8.17
ORD-2274,2024-04-23,Home Office,North,Technology,Printers,Laserjet Printer,6,86.53,0.3,363.43,41.1,Same Day,2024,2024-04,11.31
ORD-3314,2024-04-23,Consumer,South,Office Supplies,Paper,Copy Paper A4 (Ream),3,29.98,0.0,89.94,11.8,Standard Class,2024,2024-04,13.12
ORD-1700,2024-04-24,Consumer,Central,Furniture,Tables,Round Meeting Table,5,163.78,0.15,696.06,-135.64,Standard Class,2024,2024-04,-19.49
ORD-4180,2024-04-24,Consumer,East,Office Supplies,Paper,Copy Paper A4 (Ream),3,27.18,0.1,73.39,4.72,Standard Class,2024,2024-04,6.43
ORD-1743,2024-04-24,Corporate,Central,Office Supplies,Paper,Copy Paper A4 (Ream),2,17.59,0.15,29.9,7.83,Second Class,2024,2024-04,26.19
ORD-2082,2024-04-24,Consumer,West,Furniture,Bookcases,Corner Bookcase,3,242.96,0.3,510.22,-2.1,Second Class,2024,2024-04,-0.41
ORD-4694,2024-04-25,Consumer,Central,Office Supplies,Binders,Round Ring Binder,6,7.41,0.0,44.46,7.83,Standard Class,2024,2024-04,17.61
ORD-4573,2024-04-25,Consumer,East,Technology,Phones,Smartphone X12,5,651.06,0.1,2929.77,447.91,Standard Class,2024,2024-04,15.29
ORD-2756,2024-04-25,Consumer,South,Technology,Laptops,Business Laptop 15,7,839.18,0.2,4699.41,-40.18,First Class,2024,2024-04,-0.86
ORD-1220,2024-04-25,Consumer,South,Office Supplies,Binders,Round Ring Binder,5,24.37,0.3,85.3,-8.04,Standard Class,2024,2024-04,-9.43
ORD-3186,2024-04-26,Corporate,West,Office Supplies,Paper,Copy Paper A4 (Ream),2,26.04,0.1,46.87,8.55,Standard Class,2024,2024-04,18.24
ORD-3303,2024-04-26,Home Office,East,Office Supplies,Binders,View Binder 2-Inch,5,7.58,0.1,34.11,0.96,Same Day,2024,2024-04,2.81
ORD-3936,2024-04-27,Home Office,East,Office Supplies,Pens,Highlighter Set,3,17.62,0.0,52.86,10.8,Same Day,2024,2024-04,20.43
ORD-2726,2024-04-27,Corporate,West,Office Supplies,Binders,Heavy Duty Binder,4,23.98,0.0,95.92,28.84,Standard Class,2024,2024-04,30.07
ORD-3160,2024-04-27,Corporate,North,Furniture,Bookcases,5-Shelf Bookcase,2,427.89,0.3,599.05,-98.02,Second Class,2024,2024-04,-16.36
ORD-5066,2024-04-28,Consumer,West,Technology,Phones,Smartphone X12,6,433.21,0.3,1819.48,-50.68,Same Day,2024,2024-04,-2.79
ORD-2069,2024-04-28,Consumer,South,Office Supplies,Binders,View Binder 2-Inch,5,21.74,0.0,108.7,14.98,Same Day,2024,2024-04,13.78
ORD-3000,2024-04-28,Consumer,South,Furniture,Bookcases,5-Shelf Bookcase,3,156.76,0.2,376.22,-73.82,Standard Class,2024,2024-04,-19.62
ORD-3177,2024-04-28,Consumer,West,Furniture,Sofas,Reception Sofa,1,694.48,0.1,625.03,23.73,First Class,2024,2024-04,3.8
ORD-4838,2024-04-28,Consumer,North,Office Supplies,Paper,Copy Paper A4 (Ream),6,16.42,0.0,98.52,30.05,Standard Class,2024,2024-04,30.5
ORD-3705,2024-04-29,Consumer,South,Furniture,Chairs,Executive Leather Chair,6,190.07,0.0,1140.42,8.84,First Class,2024,2024-04,0.78
ORD-5183,2024-04-29,Corporate,West,Technology,Laptops,Ultrabook Pro 14,7,1727.94,0.0,12095.58,793.23,First Class,2024,2024-04,6.56
ORD-1880,2024-04-29,Consumer,South,Office Supplies,Pens,Permanent Marker Pack,7,18.46,0.15,109.84,2.27,Standard Class,2024,2024-04,2.07
ORD-4387,2024-04-29,Corporate,North,Office Supplies,Pens,Highlighter Set,5,15.25,0.1,68.62,5.29,Standard Class,2024,2024-04,7.71
ORD-4521,2024-04-29,Home Office,East,Office Supplies,Pens,Gel Pen Pack,7,17.87,0.4,75.05,10.42,Standard Class,2024,2024-04,13.88
ORD-4763,2024-04-30,Consumer,South,Technology,Laptops,Business Laptop 15,3,1590.88,0.0,4772.64,628.98,First Class,2024,2024-04,13.18
ORD-4191,2024-04-30,Corporate,East,Office Supplies,Pens,Gel Pen Pack,3,3.81,0.3,8.0,0.34,First Class,2024,2024-04,4.25
ORD-3570,2024-04-30,Consumer,North,Office Supplies,Binders,View Binder 2-Inch,1,8.03,0.3,5.62,-0.42,Standard Class,2024,2024-04,-7.47
ORD-2338,2024-04-30,Corporate,North,Technology,Accessories,Laptop Sleeve,5,93.36,0.3,326.76,16.74,Standard Class,2024,2024-04,5.12
ORD-1658,2024-04-30,Consumer,East,Office Supplies,Paper,Copy Paper A4 (Ream),4,28.19,0.0,112.76,22.34,Second Class,2024,2024-04,19.81
ORD-2556,2024-05-01,Consumer,South,Office Supplies,Storage,File Cabinet,1,136.55,0.15,116.07,12.27,Second Class,2024,2024-05,10.57
ORD-2723,2024-05-01,Corporate,Central,Office Supplies,Paper,Sticky Notes Pack,1,21.93,0.3,15.35,0.34,Standard Class,2024,2024-05,2.21
ORD-1116,2024-05-01,Corporate,West,Office Supplies,Pens,Gel Pen Pack,2,12.44,0.15,21.15,1.58,Standard Class,2024,2024-05,7.47
ORD-3115,2024-05-01,Consumer,West,Technology,Accessories,Bluetooth Keyboard,2,35.33,0.0,70.66,19.82,Standard Class,2024,2024-05,28.05
ORD-3263,2024-05-01,Home Office,Central,Technology,Laptops,Business Laptop 15,4,1434.47,0.0,5737.88,1257.36,First Class,2024,2024-05,21.91
ORD-1671,2024-05-02,Corporate,West,Technology,Accessories,Wireless Mouse,3,62.47,0.2,149.93,17.67,Second Class,2024,2024-05,11.79
ORD-4711,2024-05-02,Corporate,Central,Furniture,Tables,Standing Desk,4,710.96,0.3,1990.69,-277.31,Second Class,2024,2024-05,-13.93
ORD-1015,2024-05-02,Corporate,West,Technology,Phones,Smartphone Lite,4,761.65,0.1,2741.94,435.27,Standard Class,2024,2024-05,15.87
ORD-1899,2024-05-02,Consumer,South,Technology,Printers,Label Printer,2,269.78,0.0,539.56,76.97,Standard Class,2024,2024-05,14.27
ORD-4846,2024-05-03,Consumer,South,Technology,Laptops,Chromebook Edu,5,1797.67,0.3,6291.84,917.97,Standard Class,2024,2024-05,14.59
ORD-3183,2024-05-03,Consumer,South,Office Supplies,Pens,Gel Pen Pack,2,9.99,0.1,17.98,3.89,Second Class,2024,2024-05,21.64
ORD-2459,2024-05-03,Corporate,Central,Office Supplies,Paper,Notebook Pack,4,15.0,0.0,60.0,13.76,First Class,2024,2024-05,22.93
ORD-4459,2024-05-04,Home Office,South,Technology,Accessories,Bluetooth Keyboard,6,71.17,0.4,256.21,-36.79,Standard Class,2024,2024-05,-14.36
ORD-4436,2024-05-04,Consumer,East,Technology,Laptops,Ultrabook Pro 14,5,755.36,0.1,3399.12,794.79,Second Class,2024,2024-05,23.38
ORD-3126,2024-05-04,Consumer,East,Office Supplies,Paper,Sticky Notes Pack,4,18.33,0.1,65.99,9.58,Second Class,2024,2024-05,14.52
ORD-3010,2024-05-04,Consumer,South,Office Supplies,Binders,Round Ring Binder,6,9.25,0.0,55.5,16.43,Standard Class,2024,2024-05,29.6
ORD-3122,2024-05-05,Corporate,South,Office Supplies,Storage,Plastic Drawer Unit,1,117.83,0.15,100.16,14.87,Standard Class,2024,2024-05,14.85
ORD-2652,2024-05-05,Consumer,North,Furniture,Bookcases,Corner Bookcase,1,482.48,0.0,482.48,76.93,Standard Class,2024,2024-05,15.94
ORD-1058,2024-05-05,Corporate,West,Technology,Printers,Laserjet Printer,7,125.2,0.15,744.94,68.77,Standard Class,2024,2024-05,9.23
ORD-1428,2024-05-05,Corporate,West,Office Supplies,Storage,Plastic Drawer Unit,7,94.18,0.15,560.37,105.8,Same Day,2024,2024-05,18.88
ORD-2485,2024-05-06,Corporate,North,Technology,Phones,Office Cordless Phone,7,119.81,0.15,712.87,-11.35,Standard Class,2024,2024-05,-1.59
ORD-1165,2024-05-07,Home Office,West,Furniture,Tables,Conference Table,2,295.47,0.15,502.3,-75.66,Standard Class,2024,2024-05,-15.06
ORD-5133,2024-05-07,Consumer,West,Office Supplies,Art Supplies,Color Pencil Set,7,57.96,0.0,405.72,93.47,Standard Class,2024,2024-05,23.04
ORD-3731,2024-05-07,Consumer,East,Technology,Printers,Laserjet Printer,5,199.96,0.15,849.83,-19.99,First Class,2024,2024-05,-2.35
ORD-4537,2024-05-07,Consumer,Central,Furniture,Tables,Conference Table,5,232.28,0.2,929.12,-91.07,Standard Class,2024,2024-05,-9.8
ORD-3006,2024-05-07,Consumer,West,Technology,Laptops,Chromebook Edu,4,872.24,0.15,2965.62,591.4,Standard Class,2024,2024-05,19.94
ORD-1725,2024-05-07,Consumer,Central,Office Supplies,Storage,Storage Box (Pack Of 5),4,95.55,0.0,382.2,89.22,Standard Class,2024,2024-05,23.34
ORD-3561,2024-05-08,Consumer,West,Furniture,Sofas,2-Seater Sofa,7,1009.06,0.2,5650.74,-809.14,Standard Class,2024,2024-05,-14.32
ORD-3329,2024-05-08,Corporate,West,Furniture,Bookcases,Corner Bookcase,7,139.2,0.1,876.96,117.71,Second Class,2024,2024-05,13.42
ORD-1435,2024-05-08,Corporate,East,Office Supplies,Paper,Copy Paper A4 (Ream),6,21.2,0.1,114.48,7.01,Standard Class,2024,2024-05,6.12
ORD-1570,2024-05-08,Consumer,North,Office Supplies,Art Supplies,Color Pencil Set,1,16.06,0.4,9.64,0.99,First Class,2024,2024-05,10.27
ORD-1329,2024-05-08,Home Office,East,Technology,Accessories,Bluetooth Keyboard,5,29.07,0.1,130.82,4.76,First Class,2024,2024-05,3.64
ORD-1499,2024-05-08,Corporate,South,Office Supplies,Binders,View Binder 2-Inch,2,20.09,0.15,34.15,7.7,Standard Class,2024,2024-05,22.55
ORD-1588,2024-05-09,Consumer,South,Furniture,Bookcases,Corner Bookcase,4,423.42,0.1,1524.31,22.23,First Class,2024,2024-05,1.46
ORD-4702,2024-05-09,Consumer,South,Office Supplies,Storage,Storage Box (Pack Of 5),2,21.96,0.1,39.53,2.15,Standard Class,2024,2024-05,5.44
ORD-1156,2024-05-09,Home Office,North,Office Supplies,Paper,Sticky Notes Pack,2,20.57,0.0,41.14,7.61,Standard Class,2024,2024-05,18.5
ORD-4509,2024-05-09,Home Office,Central,Technology,Printers,Label Printer,2,234.75,0.1,422.55,-15.15,First Class,2024,2024-05,-3.59
ORD-1999,2024-05-10,Home Office,East,Office Supplies,Binders,Round Ring Binder,5,21.47,0.1,96.62,14.17,Standard Class,2024,2024-05,14.67
ORD-2273,2024-05-10,Consumer,Central,Technology,Phones,Smartphone Lite,1,330.9,0.15,281.26,-12.37,Same Day,2024,2024-05,-4.4
ORD-3267,2024-05-10,Home Office,North,Technology,Accessories,Bluetooth Keyboard,2,48.81,0.2,78.1,1.67,Standard Class,2024,2024-05,2.14
ORD-4360,2024-05-10,Corporate,West,Technology,Phones,Smartphone X12,4,614.16,0.4,1473.98,121.76,Standard Class,2024,2024-05,8.26
ORD-2698,2024-05-11,Home Office,West,Office Supplies,Binders,Heavy Duty Binder,3,6.33,0.0,18.99,5.06,Standard Class,2024,2024-05,26.65
ORD-1416,2024-05-11,Corporate,West,Office Supplies,Storage,Plastic Drawer Unit,6,19.8,0.0,118.8,14.23,Standard Class,2024,2024-05,11.98
ORD-3289,2024-05-11,Corporate,East,Furniture,Sofas,Reception Sofa,3,472.84,0.0,1418.52,-40.98,Second Class,2024,2024-05,-2.89
ORD-3986,2024-05-11,Corporate,North,Technology,Accessories,Usb-C Hub,7,74.65,0.15,444.17,-7.15,Standard Class,2024,2024-05,-1.61
ORD-3418,2024-05-11,Consumer,Central,Furniture,Bookcases,Corner Bookcase,4,398.85,0.0,1595.4,283.2,Standard Class,2024,2024-05,17.75
ORD-4617,2024-05-11,Home Office,Central,Office Supplies,Binders,Heavy Duty Binder,3,11.1,0.2,26.64,6.21,Standard Class,2024,2024-05,23.31
ORD-2686,2024-05-11,Corporate,East,Office Supplies,Art Supplies,Sketch Pad,4,53.05,0.1,190.98,41.62,Second Class,2024,2024-05,21.79
ORD-5136,2024-05-11,Corporate,West,Technology,Phones,Smartphone X12,4,526.81,0.1,1896.52,-83.59,Second Class,2024,2024-05,-4.41
ORD-4561,2024-05-11,Consumer,West,Office Supplies,Art Supplies,Marker Set,7,16.77,0.1,105.65,2.96,Standard Class,2024,2024-05,2.8
ORD-5162,2024-05-12,Corporate,West,Office Supplies,Binders,Heavy Duty Binder,5,24.64,0.1,110.88,15.01,Standard Class,2024,2024-05,13.54
ORD-1565,2024-05-12,Consumer,South,Technology,Phones,Smartphone Lite,7,87.29,0.0,611.03,183.21,Second Class,2024,2024-05,29.98
ORD-2067,2024-05-12,Consumer,North,Office Supplies,Paper,Sticky Notes Pack,3,25.78,0.15,65.74,-0.89,Second Class,2024,2024-05,-1.35
ORD-2289,2024-05-12,Corporate,South,Furniture,Bookcases,5-Shelf Bookcase,6,124.56,0.0,747.36,-44.09,Same Day,2024,2024-05,-5.9
ORD-5060,2024-05-12,Consumer,North,Office Supplies,Storage,Storage Box (Pack Of 5),6,125.73,0.0,754.38,251.96,Second Class,2024,2024-05,33.4
ORD-4533,2024-05-12,Consumer,West,Office Supplies,Binders,Heavy Duty Binder,6,9.93,0.4,35.75,2.72,Standard Class,2024,2024-05,7.61
ORD-1808,2024-05-13,Consumer,East,Technology,Printers,Label Printer,6,145.55,0.3,611.31,-77.74,First Class,2024,2024-05,-12.72
ORD-1536,2024-05-13,Consumer,West,Technology,Laptops,Ultrabook Pro 14,1,1486.21,0.15,1263.28,263.51,Standard Class,2024,2024-05,20.86
ORD-2280,2024-05-13,Corporate,Central,Technology,Phones,Smartphone Lite,3,239.06,0.4,430.31,-34.87,Second Class,2024,2024-05,-8.1
ORD-2055,2024-05-13,Consumer,East,Technology,Printers,Label Printer,1,256.11,0.3,179.28,-15.23,Standard Class,2024,2024-05,-8.5
ORD-1269,2024-05-13,Consumer,South,Technology,Phones,Smartphone Lite,1,787.52,0.0,787.52,106.1,Second Class,2024,2024-05,13.47
ORD-3595,2024-05-13,Corporate,Central,Furniture,Tables,Standing Desk,6,191.06,0.3,802.45,-165.42,Standard Class,2024,2024-05,-20.61
ORD-4828,2024-05-13,Home Office,South,Office Supplies,Paper,Sticky Notes Pack,2,4.54,0.15,7.72,0.44,Standard Class,2024,2024-05,5.7
ORD-2542,2024-05-13,Consumer,South,Office Supplies,Pens,Highlighter Set,1,19.32,0.15,16.42,3.82,Second Class,2024,2024-05,23.26
ORD-2837,2024-05-14,Corporate,Central,Office Supplies,Art Supplies,Color Pencil Set,6,55.03,0.0,330.18,30.51,Standard Class,2024,2024-05,9.24
ORD-1278,2024-05-14,Corporate,South,Office Supplies,Art Supplies,Color Pencil Set,6,27.48,0.0,164.88,16.18,Standard Class,2024,2024-05,9.81
ORD-3130,2024-05-15,Consumer,West,Office Supplies,Pens,Highlighter Set,4,10.48,0.0,41.92,12.13,First Class,2024,2024-05,28.94
ORD-3949,2024-05-15,Consumer,East,Technology,Printers,All-In-One Inkjet Printer,7,427.81,0.15,2545.47,-157.89,Standard Class,2024,2024-05,-6.2
ORD-2741,2024-05-15,Corporate,West,Office Supplies,Art Supplies,Color Pencil Set,6,24.56,0.0,147.36,16.7,Standard Class,2024,2024-05,11.33
ORD-2128,2024-05-15,Corporate,West,Furniture,Bookcases,5-Shelf Bookcase,2,261.05,0.3,365.47,-50.88,First Class,2024,2024-05,-13.92
ORD-3928,2024-05-15,Consumer,West,Office Supplies,Paper,Sticky Notes Pack,3,21.53,0.15,54.9,-1.04,Standard Class,2024,2024-05,-1.89
ORD-5119,2024-05-15,Home Office,North,Furniture,Sofas,Reception Sofa,6,629.41,0.1,3398.81,-372.42,Standard Class,2024,2024-05,-10.96
ORD-1369,2024-05-16,Corporate,East,Furniture,Bookcases,5-Shelf Bookcase,3,362.35,0.3,760.94,-107.08,Standard Class,2024,2024-05,-14.07
ORD-3323,2024-05-16,Home Office,South,Office Supplies,Paper,Sticky Notes Pack,1,13.45,0.15,11.43,-0.18,Standard Class,2024,2024-05,-1.57
ORD-1271,2024-05-16,Consumer,West,Technology,Printers,Laserjet Printer,1,588.04,0.1,529.24,91.48,Second Class,2024,2024-05,17.29
ORD-3656,2024-05-16,Consumer,West,Technology,Phones,Smartphone X12,4,160.22,0.1,576.79,-27.29,Standard Class,2024,2024-05,-4.73
ORD-2143,2024-05-16,Corporate,East,Technology,Printers,Laserjet Printer,4,302.4,0.4,725.76,-65.23,First Class,2024,2024-05,-8.99
ORD-4366,2024-05-17,Corporate,Central,Office Supplies,Storage,Plastic Drawer Unit,2,29.99,0.0,59.98,19.49,Standard Class,2024,2024-05,32.49
ORD-1480,2024-05-17,Consumer,West,Office Supplies,Storage,File Cabinet,6,33.81,0.4,121.72,16.6,Standard Class,2024,2024-05,13.64
ORD-4750,2024-05-17,Consumer,South,Office Supplies,Binders,Heavy Duty Binder,5,21.5,0.0,107.5,30.47,Same Day,2024,2024-05,28.34
ORD-3125,2024-05-18,Home Office,North,Office Supplies,Pens,Gel Pen Pack,2,10.66,0.0,21.32,3.2,Standard Class,2024,2024-05,15.01
ORD-3868,2024-05-18,Corporate,West,Office Supplies,Binders,Heavy Duty Binder,4,13.18,0.3,36.9,5.6,Second Class,2024,2024-05,15.18
ORD-4786,2024-05-18,Consumer,North,Office Supplies,Storage,Plastic Drawer Unit,6,82.96,0.3,348.43,62.69,Standard Class,2024,2024-05,17.99
ORD-5152,2024-05-18,Consumer,North,Technology,Phones,Office Cordless Phone,2,742.97,0.3,1040.16,-94.42,Second Class,2024,2024-05,-9.08
ORD-3725,2024-05-19,Consumer,South,Technology,Laptops,Business Laptop 15,3,1082.65,0.15,2760.76,394.38,Standard Class,2024,2024-05,14.29
ORD-4867,2024-05-19,Consumer,West,Furniture,Sofas,Reception Sofa,7,1029.15,0.0,7204.05,-855.35,Same Day,2024,2024-05,-11.87
ORD-3277,2024-05-19,Corporate,South,Office Supplies,Art Supplies,Marker Set,1,35.2,0.3,24.64,4.1,Standard Class,2024,2024-05,16.64
ORD-1076,2024-05-20,Consumer,South,Office Supplies,Storage,Storage Box (Pack Of 5),3,78.73,0.0,236.19,66.76,Standard Class,2024,2024-05,28.27
ORD-1582,2024-05-20,Consumer,East,Office Supplies,Binders,Round Ring Binder,3,19.64,0.1,53.03,11.1,Standard Class,2024,2024-05,20.93
ORD-2539,2024-05-20,Consumer,East,Furniture,Tables,Standing Desk,2,288.88,0.0,577.76,53.5,First Class,2024,2024-05,9.26
ORD-2584,2024-05-21,Home Office,South,Office Supplies,Binders,View Binder 2-Inch,4,13.24,0.1,47.66,7.9,Same Day,2024,2024-05,16.58
ORD-2017,2024-05-22,Consumer,South,Technology,Accessories,Laptop Sleeve,1,108.04,0.0,108.04,5.42,Second Class,2024,2024-05,5.02
ORD-5010,2024-05-22,Consumer,South,Technology,Phones,Smartphone X12,4,453.88,0.0,1815.52,369.59,First Class,2024,2024-05,20.36
ORD-4634,2024-05-22,Corporate,West,Technology,Laptops,Business Laptop 15,6,1656.14,0.3,6955.79,27.71,Standard Class,2024,2024-05,0.4
ORD-4209,2024-05-22,Consumer,Central,Office Supplies,Pens,Highlighter Set,4,18.95,0.0,75.8,23.98,Standard Class,2024,2024-05,31.64
ORD-4899,2024-05-22,Corporate,Central,Office Supplies,Binders,Round Ring Binder,1,23.67,0.4,14.2,1.05,First Class,2024,2024-05,7.39
ORD-2421,2024-05-22,Consumer,South,Office Supplies,Paper,Copy Paper A4 (Ream),4,19.42,0.0,77.68,15.48,Standard Class,2024,2024-05,19.93
ORD-4410,2024-05-23,Consumer,North,Office Supplies,Pens,Highlighter Set,2,7.72,0.0,15.44,5.16,First Class,2024,2024-05,33.42
ORD-5166,2024-05-24,Home Office,West,Technology,Accessories,Usb-C Hub,7,49.3,0.15,293.33,20.42,Standard Class,2024,2024-05,6.96
ORD-1045,2024-05-24,Consumer,North,Office Supplies,Pens,Gel Pen Pack,5,10.08,0.1,45.36,5.69,Same Day,2024,2024-05,12.54
ORD-1640,2024-05-24,Home Office,North,Office Supplies,Binders,Heavy Duty Binder,4,9.55,0.0,38.2,3.65,First Class,2024,2024-05,9.55
ORD-3539,2024-05-24,Corporate,East,Office Supplies,Art Supplies,Marker Set,1,6.54,0.15,5.56,1.32,Standard Class,2024,2024-05,23.74
ORD-2610,2024-05-24,Consumer,South,Technology,Printers,Label Printer,7,398.75,0.0,2791.25,779.44,Standard Class,2024,2024-05,27.92
ORD-2361,2024-05-24,Corporate,East,Technology,Accessories,Usb-C Hub,1,82.14,0.1,73.93,0.86,Standard Class,2024,2024-05,1.16
ORD-2110,2024-05-25,Corporate,East,Technology,Phones,Office Cordless Phone,5,566.76,0.15,2408.73,141.52,Standard Class,2024,2024-05,5.88
ORD-4109,2024-05-25,Consumer,South,Furniture,Tables,Round Meeting Table,4,404.77,0.0,1619.08,1.22,Standard Class,2024,2024-05,0.08
ORD-2779,2024-05-25,Consumer,South,Office Supplies,Art Supplies,Color Pencil Set,7,43.46,0.0,304.22,71.47,First Class,2024,2024-05,23.49
ORD-4316,2024-05-25,Corporate,South,Technology,Phones,Office Cordless Phone,2,331.55,0.0,663.1,159.27,Standard Class,2024,2024-05,24.02
ORD-3760,2024-05-25,Home Office,South,Technology,Printers,Label Printer,2,577.41,0.0,1154.82,35.96,Standard Class,2024,2024-05,3.11
ORD-2960,2024-05-25,Corporate,North,Technology,Phones,Smartphone Lite,6,197.23,0.0,1183.38,85.87,Standard Class,2024,2024-05,7.26
ORD-5051,2024-05-26,Corporate,South,Furniture,Chairs,Ergo Office Chair,3,124.17,0.0,372.51,-23.08,Second Class,2024,2024-05,-6.2
ORD-5117,2024-05-26,Corporate,West,Office Supplies,Art Supplies,Sketch Pad,1,46.92,0.0,46.92,3.78,First Class,2024,2024-05,8.06
ORD-3541,2024-05-26,Consumer,South,Office Supplies,Art Supplies,Marker Set,1,37.52,0.0,37.52,7.15,Second Class,2024,2024-05,19.06
ORD-1218,2024-05-26,Consumer,East,Furniture,Sofas,Reception Sofa,6,770.2,0.15,3928.02,-472.87,Standard Class,2024,2024-05,-12.04
ORD-1783,2024-05-26,Corporate,West,Technology,Accessories,Wireless Mouse,6,10.65,0.0,63.9,2.37,Second Class,2024,2024-05,3.71
ORD-5140,2024-05-27,Home Office,South,Office Supplies,Paper,Notebook Pack,5,16.55,0.15,70.34,12.41,Same Day,2024,2024-05,17.64
ORD-5040,2024-05-27,Consumer,West,Office Supplies,Storage,Plastic Drawer Unit,4,116.53,0.0,466.12,38.8,Standard Class,2024,2024-05,8.32
ORD-2966,2024-05-27,Consumer,South,Technology,Laptops,Chromebook Edu,7,526.52,0.15,3132.79,677.13,Second Class,2024,2024-05,21.61
ORD-1210,2024-05-27,Consumer,South,Office Supplies,Paper,Notebook Pack,6,12.09,0.2,58.03,6.34,Standard Class,2024,2024-05,10.93
ORD-1888,2024-05-27,Consumer,South,Office Supplies,Binders,Round Ring Binder,7,3.79,0.0,26.53,6.3,Standard Class,2024,2024-05,23.75
ORD-2026,2024-05-27,Consumer,East,Technology,Phones,Office Cordless Phone,2,184.64,0.0,369.28,65.85,Standard Class,2024,2024-05,17.83
ORD-4853,2024-05-28,Consumer,South,Furniture,Bookcases,Corner Bookcase,6,309.46,0.3,1299.73,-290.44,First Class,2024,2024-05,-22.35
ORD-1144,2024-05-28,Corporate,West,Office Supplies,Binders,Heavy Duty Binder,1,3.8,0.0,3.8,0.58,Second Class,2024,2024-05,15.26
ORD-4119,2024-05-28,Home Office,South,Technology,Phones,Smartphone X12,4,221.29,0.1,796.64,180.49,Standard Class,2024,2024-05,22.66
ORD-5126,2024-05-28,Consumer,South,Office Supplies,Paper,Copy Paper A4 (Ream),7,8.07,0.0,56.49,17.28,Standard Class,2024,2024-05,30.59
ORD-2235,2024-05-28,Consumer,North,Technology,Printers,Laserjet Printer,7,177.33,0.4,744.79,14.06,Second Class,2024,2024-05,1.89
ORD-3865,2024-05-28,Corporate,Central,Furniture,Tables,Round Meeting Table,3,587.11,0.0,1761.33,-55.92,Same Day,2024,2024-05,-3.17
ORD-4871,2024-05-28,Consumer,West,Furniture,Chairs,Mesh Task Chair,1,364.58,0.15,309.89,32.53,First Class,2024,2024-05,10.5
ORD-3162,2024-05-28,Home Office,North,Technology,Printers,All-In-One Inkjet Printer,7,318.31,0.0,2228.17,319.22,Standard Class,2024,2024-05,14.33
ORD-1799,2024-05-29,Corporate,South,Office Supplies,Art Supplies,Color Pencil Set,1,21.02,0.15,17.87,1.87,Standard Class,2024,2024-05,10.46
ORD-4035,2024-05-29,Consumer,West,Furniture,Tables,Standing Desk,4,714.36,0.0,2857.44,-323.8,Standard Class,2024,2024-05,-11.33
ORD-2441,2024-05-29,Consumer,East,Technology,Accessories,Wireless Mouse,7,42.0,0.2,235.2,8.54,Second Class,2024,2024-05,3.63
ORD-3057,2024-05-29,Home Office,East,Office Supplies,Paper,Sticky Notes Pack,3,11.25,0.3,23.62,-1.19,Standard Class,2024,2024-05,-5.04
ORD-4855,2024-05-29,Consumer,East,Furniture,Chairs,Mesh Task Chair,2,162.98,0.0,325.96,-8.25,First Class,2024,2024-05,-2.53
ORD-1977,2024-05-30,Consumer,West,Furniture,Tables,Conference Table,7,160.67,0.2,899.75,-261.9,Standard Class,2024,2024-05,-29.11
ORD-4471,2024-05-30,Consumer,South,Technology,Accessories,Laptop Sleeve,2,91.78,0.0,183.56,26.58,Standard Class,2024,2024-05,14.48
ORD-2464,2024-05-30,Corporate,West,Technology,Accessories,Wireless Mouse,7,99.44,0.1,626.47,32.88,Standard Class,2024,2024-05,5.25
ORD-3024,2024-05-30,Home Office,Central,Furniture,Chairs,Mesh Task Chair,4,117.36,0.15,399.02,-33.25,Same Day,2024,2024-05,-8.33
ORD-3938,2024-05-30,Consumer,South,Office Supplies,Paper,Notebook Pack,3,28.66,0.3,60.19,-5.0,Second Class,2024,2024-05,-8.31
ORD-4805,2024-05-30,Consumer,South,Office Supplies,Pens,Permanent Marker Pack,7,6.64,0.0,46.48,10.03,Standard Class,2024,2024-05,21.58
ORD-3767,2024-05-31,Corporate,West,Office Supplies,Paper,Notebook Pack,1,6.82,0.0,6.82,1.94,Standard Class,2024,2024-05,28.45
ORD-3931,2024-05-31,Consumer,South,Furniture,Sofas,2-Seater Sofa,2,808.17,0.1,1454.71,153.24,First Class,2024,2024-05,10.53
ORD-1966,2024-06-01,Home Office,South,Office Supplies,Paper,Copy Paper A4 (Ream),2,21.43,0.0,42.86,13.66,Same Day,2024,2024-06,31.87
ORD-2182,2024-06-01,Corporate,North,Office Supplies,Pens,Gel Pen Pack,7,17.7,0.0,123.9,29.12,Standard Class,2024,2024-06,23.5
ORD-1084,2024-06-01,Consumer,North,Technology,Phones,Smartphone Lite,2,675.04,0.1,1215.07,181.67,Standard Class,2024,2024-06,14.95
